127;192;5;2;1107;1784;1285;15
128;133;4;5;1012;1447;1155;4
129;140;4;3;1952;1112;612;5
130;111;8;5;1655;1727;902;9
131;121;5;4;1317;1234;643;5
132;165;7;1;1922;972;976;7
133;161;4;9;1327;1189;840;2
134;115;10;8;1985;1723;529;17
135;138;9;1;1648;1129;1263;6
136;183;2;8;1086;987;1394;16
137;144;1;7;1449;1089;647;7
138;109;2;1;1497;812;901;4
139;160;10;4;1831;1373;1298;5
140;120;4;8;1580;1418;1308;13
141;154;3;4;1205;1383;1274;10
142;182;6;8;1649;1256;771;3
143;171;3;2;1535;878;777;12
144;190;7;6;1150;897;750;6
145;123;9;1;1242;1772;871;7
146;187;1;4;1243;837;910;9
147;117;4;2;1819;1355;1090;2
148;111;10;8;1522;1656;1418;11
149;199;9;6;1227;1183;719;17
150;200;9;8;1944;901;1361;11
151;199;9;6;1570;1419;1319;15
152;113;2;3;1845;1255;1294;13
153;142;4;5;1907;1574;1103;4
154;127;10;2;1247;803;587;5
155;126;4;8;1398;1514;835;11
156;147;7;1;1231;1406;573;9
157;145;9;5;1913;1667;857;8
158;161;9;8;1689;1046;606;11
159;143;9;6;1663;895;1275;14
160;167;3;8;1303;1534;1080;15
161;193;2;5;1029;1272;1244;11
162;112;7;6;1915;1502;607;3
163;149;8;9;1247;1661;630;9
164;134;9;8;1337;1423;881;9
165;145;7;5;1507;1159;657;14
166;112;3;5;1020;1148;938;16
167;190;3;1;1614;959;1000;12
168;155;4;2;1046;1363;714;5
169;127;3;2;1454;1118;942;12
170;174;4;3;1625;1590;924;14
171;179;5;9;1825;1752;1218;13
172;128;5;9;1299;1299;722;7
173;170;8;6;1185;1730;1088;10
174;187;8;1;1710;1540;1325;3
175;178;7;5;1374;987;534;9
176;188;2;5;1982;1153;1257;10
177;176;8;8;1010;1202;892;5
178;191;6;4;1215;1220;718;16
179;112;4;7;1363;903;674;14
180;144;8;6;1261;909;1109;5
181;104;1;9;1680;1342;1463;16
182;153;4;5;1198;956;1321;6
183;146;5;7;1551;1630;1267;12
184;102;6;4;1657;1115;900;11
185;173;7;6;1871;912;1223;2
186;132;6;1;1094;1145;687;6
187;194;5;9;1736;1782;1260;14
188;118;2;9;1458;1332;1236;17
189;136;8;2;1768;1243;1113;10
190;130;4;1;1641;1003;735;17
191;111;7;1;1399;1383;606;17
192;157;5;3;1282;1708;984;14
193;142;7;7;1238;1330;1148;7
194;133;1;1;1925;1699;580;6
195;196;2;4;1113;1352;1466;10
196;149;8;2;1103;1100;644;15
197;131;1;7;1534;1371;1310;6
198;117;6;1;1365;943;1190;6
199;179;10;1;1216;1796;1372;13
200;190;8;5;1108;1385;1332;14
201;152;5;4;1742;812;549;16
202;162;6;6;1693;1405;516;2
203;173;6;3;1089;922;1362;16
204;137;5;2;1848;1004;1192;7
205;151;4;3;1442;1405;1280;10
206;120;1;3;1574;1591;1137;6
207;141;4;9;1214;1300;821;2
208;128;9;4;1714;1531;764;8
209;147;6;4;1171;1574;655;5
210;163;5;3;1045;1374;1110;14
211;117;7;7;1150;1542;1063;10
212;166;6;2;1092;1464;1342;1
213;106;2;6;1488;900;1247;14
214;178;3;3;1606;1217;600;14
215;104;6;3;1955;843;1302;7
216;139;9;9;1503;1568;1319;14
217;164;1;5;1593;1007;514;13
218;192;10;5;1013;1567;1050;15
219;102;8;6;1381;1787;504;15
220;168;6;9;1078;1366;1087;7
221;146;1;2;1073;1686;799;11
222;156;10;8;1983;939;1004;13
223;159;7;5;1645;1376;1007;6
224;110;4;5;1414;1385;1035;11
225;174;7;3;1355;1374;798;1
226;101;9;4;1621;927;645;15
227;180;4;1;1044;1338;1166;8
228;185;3;8;1948;859;1201;9
229;104;1;8;1505;1272;1263;17
230;110;8;7;1026;820;1261;9
231;121;1;3;1220;912;1444;17
232;126;9;2;1216;1099;750;12
233;186;10;9;1329;1161;1299;13
234;156;3;6;1493;833;1063;10
235;130;7;7;1479;1425;1368;17
236;148;6;5;1570;1077;1358;12
237;169;2;4;1136;1431;658;1
238;126;10;3;1545;1377;646;1
239;163;9;1;1839;1507;1150;11
240;139;10;4;1043;984;1381;9
241;168;5;7;1091;1361;622;16
242;127;3;2;1420;882;1374;9
243;134;6;3;1877;906;864;13
244;178;1;7;1318;897;804;11
245;136;9;2;1988;1190;799;14
246;171;1;9;1502;1251;910;11
247;107;9;9;1622;1739;1192;17
248;177;6;9;1639;1350;1151;12
249;197;9;7;1602;1314;649;5
250;105;2;5;1396;1774;1139;9
251;177;10;3;1603;1290;1022;3
252;170;1;7;1556;1621;901;2
253;135;3;6;1307;1525;1211;10
254;133;8;1;1660;1526;583;7
255;196;10;6;1407;1586;541;16
256;167;8;8;1626;1357;825;5
257;107;3;2;1110;1725;1417;16
258;193;5;5;1138;1050;1250;1
259;105;7;6;1462;852;1234;8
260;110;6;8;1913;1156;1223;2
261;106;1;1;1459;1622;812;3
262;174;2;2;1435;1594;1440;4
263;109;6;3;1380;1395;687;17
264;148;5;9;1475;1235;897;12
265;110;4;3;1254;1088;1472;3
266;128;7;1;1481;1473;1108;12
267;111;1;8;1147;1078;972;5
268;200;3;8;1354;895;1132;9
269;182;4;8;1372;1072;1398;6
270;161;2;9;1511;1508;677;4
271;119;6;8;1017;878;1440;6
272;186;1;9;1592;1217;877;3
273;106;2;7;1165;1426;1474;4
274;142;3;5;1462;1121;1423;8
275;111;6;6;1465;1129;1014;10
276;148;9;1;1716;1312;689;6
277;159;2;6;1155;1398;983;16
278;167;2;7;1111;1195;1348;11
279;132;1;9;1680;1118;883;3
280;175;3;4;1250;1413;580;4
281;133;4;2;1449;985;1282;15
282;120;4;9;1603;957;882;12
283;166;10;4;1971;1627;991;4
284;171;3;4;1203;1503;960;12
285;132;5;3;1895;1063;637;3
286;138;3;6;1272;1541;1111;2
287;191;5;1;1679;917;1217;13
288;139;9;4;1006;1168;1297;11
289;144;6;7;1788;1326;909;4
290;194;5;5;1350;1187;1076;8
291;189;10;7;1625;934;504;3
292;107;1;6;1581;1047;1423;3
293;107;1;8;1541;957;1085;10
294;115;9;2;1378;1026;1095;3
295;109;9;7;1126;989;982;8
296;129;4;6;1916;1199;981;14
297;125;7;8;1350;1438;563;6
298;189;7;5;1921;1414;660;14
299;142;4;1;1381;1129;1096;17
300;155;7;4;1166;1200;1393;15
301;120;5;5;1894;1208;740;4
302;108;5;4;1248;1462;757;9
303;134;5;9;1964;1110;1019;11
304;102;3;2;1913;1612;1372;6
305;197;10;2;1807;1329;876;14
306;102;9;5;1329;1491;1400;2
307;132;2;8;1272;1084;705;17
308;197;5;3;1677;1181;1155;14
309;125;10;2;1838;1715;960;3
310;191;2;6;1009;1129;784;5
311;106;10;7;1401;1132;652;17
312;136;8;4;1751;925;1141;5
313;171;8;9;1479;1333;750;2
314;151;10;6;1497;1405;1064;8
315;119;9;8;1189;1030;1146;6
316;196;7;5;1107;1789;510;1
317;169;7;2;1900;1684;1269;3
318;150;6;6;1539;936;1077;9
319;181;1;8;1132;1784;682;7
320;116;9;1;1570;1346;980;12
321;121;8;7;1936;818;1394;4
322;165;7;5;1935;1251;1194;10
323;157;9;3;1155;1288;525;7
324;195;5;7;1849;1652;946;8
325;155;9;2;1071;1430;810;16
326;143;5;8;1221;979;600;5
327;195;1;6;1876;1789;849;17
328;103;8;6;1035;921;866;14
329;125;5;6;1704;1757;1286;10
330;182;6;7;1508;1535;1350;11
331;177;2;3;1998;1633;753;3
332;160;2;7;1752;801;1294;9
333;175;7;2;1549;1496;524;9
334;200;1;6;1419;1127;1030;14
335;194;8;1;1112;1715;856;14
336;158;10;9;1487;1539;1338;1
337;122;5;7;1994;1559;634;4
338;153;7;2;1382;1647;841;3
339;139;3;4;1420;1147;1384;12
340;115;9;4;1601;808;867;6
341;159;7;2;1828;1413;1256;7
342;149;1;7;1660;1236;637;3
343;192;9;1;1810;1053;1262;4
344;124;8;9;1183;1038;1027;3
345;144;7;8;1291;1597;1374;2
346;172;6;7;1144;1358;700;16
347;181;4;3;1258;1538;1480;12
348;150;5;6;1669;1320;841;3
349;123;5;7;1795;852;1363;6
350;161;5;7;1765;1070;511;8
351;175;5;5;1725;1332;1225;9
352;118;9;6;1263;1099;1058;8
353;158;6;1;1656;1304;1208;9
354;132;3;2;1470;1177;1372;2
355;180;9;3;1974;1194;644;7
356;102;4;1;1156;1691;1437;6
357;135;5;2;1776;1432;548;14
358;137;10;3;1221;1262;645;7
359;185;5;9;1493;1012;1215;5
360;107;3;3;1953;1239;535;11
361;172;2;8;1429;1748;800;13
362;187;4;3;1979;1509;1274;10
363;125;10;6;1716;1080;1449;2
364;112;2;7;1632;1571;956;5
365;178;6;3;1666;1135;1422;13
366;187;4;4;1737;800;952;10
367;161;10;8;1574;860;559;14
368;183;10;6;1257;813;902;11
369;135;2;2;1885;1531;614;17
370;173;9;3;1253;805;979;7
371;200;2;2;1164;1429;1292;15
372;144;5;1;1200;1561;993;8
373;173;10;3;1022;1077;696;6
374;193;4;3;1112;1413;632;6
375;197;2;9;1609;809;575;1
376;149;6;8;1281;1584;1014;13
377;112;10;7;1510;1481;921;3
378;195;4;9;1414;1383;735;4
379;109;7;8;1776;929;1009;5
380;155;3;9;1600;1302;670;6
381;156;9;8;1156;1272;1471;11
382;132;7;3;1142;1640;759;14
383;160;5;6;1028;985;1006;6
384;125;1;5;1724;1083;1067;3
385;108;4;6;1540;1280;1135;3
386;171;9;2;1107;1158;1075;16
387;135;3;8;1368;1596;763;9
388;100;8;8;1254;949;587;8
389;168;3;6;1025;1203;921;3
390;103;10;8;1522;1323;533;5
391;133;4;8;1521;1458;648;2
392;181;5;6;1021;1747;862;1
393;135;3;6;1428;1580;1249;10
394;145;10;3;1038;1263;1225;12
395;180;7;8;1016;1764;712;15
396;164;1;6;1476;1748;1000;7
397;181;1;5;1140;1406;1170;9
398;186;4;9;1874;1185;988;9
399;103;8;4;1212;1531;1144;1
400;120;2;6;1791;1465;1009;8
401;194;7;6;1273;1589;1054;6
402;119;5;8;1542;1671;741;2
403;106;5;6;1287;1012;692;14
404;135;2;1;1803;1177;1436;17
405;176;7;6;1723;1066;1473;6
406;157;6;4;1300;1659;579;3
407;190;4;1;1255;1143;863;13
408;123;5;3;1245;1611;766;8
409;113;10;5;1552;1082;1142;13
410;152;5;5;1612;1536;1271;12
411;117;3;7;1176;945;1308;15
412;122;10;4;1156;1009;760;3
413;104;9;4;1502;1031;817;12
414;184;4;2;1749;1589;709;12
415;127;3;3;1896;823;896;1
416;120;7;2;1754;938;1431;15
417;105;10;1;1973;1170;943;9
418;136;1;3;1966;946;1390;15
419;117;8;5;1459;1245;738;10
420;136;2;4;1975;1112;1283;14
421;189;5;7;1057;1760;922;17
422;192;3;4;1852;1713;1273;8
423;143;7;6;1792;1119;1358;6
424;109;6;4;1983;1716;533;1
425;133;7;7;1326;1580;690;7
426;110;2;2;1893;1750;1154;1
427;157;9;5;1515;1414;1094;7
428;133;10;6;1894;1406;557;4
429;148;2;4;1580;900;640;5
430;177;1;3;1782;857;681;13
431;179;1;7;1108;1134;1265;11
432;136;7;3;1354;1745;1027;9
433;108;10;9;1133;1006;948;12
434;157;1;3;1889;1738;1447;5
435;121;1;8;1247;1014;1105;11
436;109;10;5;1209;1454;838;7
437;171;3;8;1412;820;1377;8
438;177;8;3;1282;1615;525;7
439;163;7;8;1885;1688;1271;11
440;107;7;4;1131;1616;1298;8
441;135;5;5;1552;1191;703;10
442;140;8;3;1082;898;1342;15
443;158;9;3;1491;835;905;15
444;133;8;8;1674;1775;1070;16
445;191;2;6;1994;1690;617;6
446;106;1;6;1483;1662;792;13
447;158;3;9;1097;814;871;17
448;133;3;3;1847;1521;1390;15
449;166;6;1;1827;1095;848;3
450;131;9;4;1366;1780;1405;9
451;145;3;7;1430;1094;522;3
452;128;7;7;1160;1093;1148;8
453;146;8;9;1289;1198;840;11
454;122;1;4;1827;1160;1023;15
455;178;6;9;1050;1034;727;5
456;139;10;5;1048;1634;893;3
457;199;6;9;1610;1468;1465;12
458;136;5;8;1488;945;1173;8
459;132;2;9;1659;1262;938;15
460;165;6;4;1646;1448;1186;8
461;189;6;1;1698;1449;1232;17
462;116;9;6;1836;1569;655;13
463;195;4;4;1252;1430;989;1
464;124;7;4;1441;1580;1140;11
465;199;9;2;1770;1749;502;13
466;128;6;1;1365;1529;1113;9
467;164;4;9;1491;1756;1074;14
468;137;3;8;1066;1793;573;1
469;199;10;6;1441;1324;730;14
470;102;8;1;1232;1096;903;11
471;181;6;5;1849;1196;887;12
472;175;4;7;1764;845;516;4
473;134;10;5;1511;1760;1018;6
474;120;10;7;1135;1341;676;4
475;196;10;1;1583;1582;1426;13
476;194;5;1;1265;1074;1367;10
477;183;4;2;1431;1191;992;10
478;104;5;6;1896;1083;520;4
479;127;6;4;1151;973;1317;16
480;109;8;1;1429;1134;839;9
481;184;10;1;1301;1102;514;4
482;150;7;1;1668;1692;601;8
483;106;4;9;1833;1599;1019;10
484;164;10;5;1728;1013;1079;7
485;148;8;9;1776;1389;1097;15
486;131;6;8;1182;1337;1418;5
487;119;5;1;1487;901;1011;6
488;150;7;1;1582;1205;1406;17
489;167;1;3;1953;1196;1295;2
490;117;10;2;1502;849;1090;12
491;106;3;6;1962;1580;1076;13
492;182;3;2;1730;1609;790;8
493;184;1;1;1613;1037;1483;15
494;144;2;9;1766;944;775;13
495;159;5;5;1390;995;1018;8
496;169;10;6;1636;1650;1420;3
497;104;6;6;1975;946;1374;11
498;167;5;8;1315;1050;1220;8
499;135;8;9;1371;1062;1472;11
500;147;4;6;1567;1427;522;14
501;177;5;8;1569;873;754;14
502;166;2;2;1678;1559;1383;16
503;116;4;6;1717;1539;1438;13
504;135;2;5;1055;1227;674;7
505;101;5;7;1844;974;721;11
506;114;9;5;1589;1760;927;14
507;110;1;5;1382;1676;980;10
508;191;10;9;1353;905;1085;15
509;106;8;6;1022;952;1356;10
510;138;6;3;1660;1411;717;7
511;123;4;2;1026;1509;1023;13
512;172;6;9;1316;1067;563;12
513;103;4;5;1315;1168;822;1
514;111;9;6;1969;972;617;8
515;114;4;2;1284;952;996;8
516;178;6;4;1143;982;940;2
517;193;4;4;1751;1286;1183;8
518;123;6;5;1007;1484;1471;15
519;169;6;3;1279;998;875;17
520;148;10;4;1116;1349;1351;10
521;143;6;9;1355;877;1420;8
522;136;7;2;1889;1486;1410;13
523;147;4;4;1303;1071;669;6
524;179;7;9;1996;1459;1170;14
525;147;6;4;1621;1121;1223;4
526;141;10;4;1650;1015;1288;1
527;161;4;8;1712;1364;1464;8
528;157;7;6;1523;1083;827;8
529;192;6;2;1101;1654;667;6
530;187;3;4;1587;1405;871;16
531;162;8;5;1303;1260;1122;11
532;103;9;8;1983;1650;1301;9
533;152;4;7;1197;1539;1203;17
534;132;7;8;1038;867;719;16
535;129;9;6;1272;1172;989;15
536;114;1;6;1684;907;1149;14
537;166;8;8;1600;872;1123;2
538;168;3;2;1226;1540;913;1
539;117;5;6;1415;1339;938;6
540;180;2;9;1443;1172;694;5
541;144;6;7;1846;1541;1494;11
542;197;9;9;1031;1383;1216;8
543;146;5;3;1370;1446;656;15
544;172;3;3;1322;1518;1394;13
545;182;7;7;1119;1195;1402;11
546;194;5;6;1330;1697;1325;7
547;197;1;5;1231;1616;638;13
548;107;10;7;1718;1482;1099;17
549;159;6;7;1782;1384;649;15
550;116;1;1;1508;1552;672;3
551;164;2;3;1050;1262;1390;4
552;163;6;5;1639;1202;1202;15
553;180;9;2;1303;1550;529;4
554;112;5;4;1031;1135;564;12
555;149;10;2;1857;944;597;13
556;172;2;4;1067;1165;934;5
557;134;9;1;1124;1004;885;14
558;147;6;3;1457;1221;682;9
559;149;4;9;1860;1355;1081;13
560;179;2;7;1615;1455;904;5
561;175;3;3;1756;1624;701;17
562;164;10;2;1997;1651;866;15
563;184;9;1;1767;1645;641;12
564;137;6;8;1826;1128;1029;1
565;114;6;8;1132;1011;1196;10
566;117;4;5;1311;1757;743;8
567;187;4;6;1977;977;851;16
568;125;8;3;1956;1243;1437;4
569;136;9;8;1011;1494;520;2
570;177;7;6;1103;1393;913;13
571;135;7;3;1810;1301;994;11
572;154;5;1;1278;1306;1403;1
573;197;3;2;1160;1228;1255;5
574;155;6;7;1152;1142;1464;5
575;180;5;8;1352;1232;1286;6
576;138;10;3;1889;1673;1356;8
577;122;7;9;1447;1017;799;4
578;143;7;2;1090;974;990;2
579;105;6;8;1490;1257;992;12
580;138;9;4;1236;1592;891;11
581;120;7;3;1148;1491;647;5
582;131;8;5;1014;1598;892;16
583;129;4;3;1408;1213;733;10
584;153;10;8;1073;1580;1477;8
585;185;6;7;1614;951;756;11
586;159;8;3;1889;1405;1376;3
587;122;10;8;1938;1447;1299;14
588;131;4;2;1880;1727;1122;3
589;188;8;2;1463;1766;1270;9
590;114;3;8;1275;1411;1294;12
591;149;7;1;1457;1206;794;1
592;171;5;8;1047;1326;1084;9
593;194;2;5;1035;1536;1316;14
594;140;3;1;1097;1404;1470;4
595;153;3;3;1379;1554;1437;15
596;163;8;9;1993;1588;796;13
597;126;2;6;1055;1448;684;7
598;114;3;3;1152;1141;1061;1
599;132;9;2;1050;1416;905;2
600;144;5;7;1102;1045;617;16
601;159;6;9;1636;1272;656;2
602;111;2;1;1012;1518;600;14
603;116;7;6;1758;1488;796;3
604;175;9;7;1986;1109;1155;1
605;107;3;2;1860;903;1085;11
606;187;10;8;1056;1472;1381;3
607;120;6;9;1282;1595;929;10
608;115;4;9;1153;1466;1056;3
609;199;7;3;1291;1394;774;3
610;109;8;1;1320;1161;571;14
611;106;5;6;1405;1041;827;15
612;167;2;6;1865;1223;1462;15
613;102;9;5;1233;960;696;11
614;157;10;6;1972;1621;1011;16
615;198;1;3;1410;1026;560;2
616;164;2;4;1729;1283;889;5
617;185;5;5;1055;977;1455;9
618;123;3;3;1319;1623;1135;1
619;199;9;6;1617;1260;704;12
620;167;8;6;1682;1209;581;17
621;109;9;7;1089;1336;705;1
622;196;10;3;1776;1537;1235;13
623;106;6;9;1342;1742;870;12
624;174;6;8;1956;936;1383;8
625;166;2;1;1130;1230;960;15
626;104;2;6;1246;1535;1106;2
627;103;10;2;1283;1524;941;2
628;176;3;9;1619;1357;960;6
629;197;9;2;1358;1394;1221;2
630;155;5;7;1802;802;828;9
631;140;1;7;1386;1074;974;1
632;146;10;7;1586;1336;963;1
633;146;9;4;1523;1799;723;15
634;153;1;7;1712;907;1341;8
635;119;6;9;1285;1636;1089;3
636;141;2;7;1935;1444;1400;9
637;137;3;1;1249;1766;730;10
638;165;6;7;1591;1031;1039;15
639;177;7;2;1225;1454;1170;4
640;152;7;1;1176;1747;1456;10
641;130;4;9;1972;1780;1069;1
642;123;5;5;1291;1642;1188;2
643;147;7;1;1224;1177;1470;11
644;175;8;8;1550;1353;618;11
645;107;9;4;1599;1686;846;14
646;111;4;4;1952;958;1222;6
647;145;2;1;1558;1695;1094;17
648;135;6;1;1151;1095;1430;4
649;162;7;4;1955;1219;1192;16
650;188;9;9;1752;910;1056;2
651;139;6;1;1406;1335;531;16
652;197;1;9;1265;811;1361;1
653;117;4;2;1391;1649;653;4
654;185;5;8;1287;1726;929;5
655;198;2;9;1037;1675;1282;9
656;185;10;4;1333;1509;1241;6
657;147;3;3;1955;1011;1369;12
658;197;10;7;1701;1709;591;15
659;140;9;6;1991;824;842;3
660;196;10;2;1688;1597;618;2
661;103;4;5;1768;1402;654;14
662;127;3;2;1389;933;1273;12
663;122;6;2;1633;887;755;5
664;100;3;2;1729;1124;793;14
665;117;6;9;1281;898;1433;3
666;144;6;2;1469;1041;968;6
667;194;3;6;1550;1683;569;5
668;108;10;2;1110;1775;784;7
669;145;1;2;1503;1023;837;11
670;163;4;5;1029;1417;751;15
671;152;4;9;1462;1083;1073;5
672;184;5;1;1952;1579;634;1
673;121;8;6;1529;1793;878;9
674;119;8;4;1084;1362;657;14
675;188;5;9;1723;1769;738;9
676;165;1;8;1010;1557;1208;15
677;180;9;2;1443;1413;1280;11
678;111;10;6;1872;1657;1260;9
679;128;5;1;1573;1098;504;7
680;132;3;1;1276;1712;516;7
681;133;4;9;1433;1661;753;8
682;141;7;7;1589;1641;1283;8
683;101;1;5;1809;1360;1293;4
684;193;3;6;1501;1493;1012;16
685;173;6;6;1868;1721;876;7
686;162;2;9;1721;1282;1113;14
687;136;4;4;1277;1069;1113;15
688;151;8;9;1938;1718;682;15
689;187;5;3;1443;1574;959;2
690;120;4;1;1758;1613;1203;4
691;123;2;7;1615;1001;619;2
692;155;3;6;1729;1299;834;8
693;159;3;8;1189;1334;1431;1
694;135;1;3;1393;901;1173;13
695;194;7;4;1351;1447;1120;11
696;189;3;4;1849;864;1316;9
697;100;4;7;1006;1786;642;10
698;147;9;4;1049;960;1170;4
699;132;9;3;1241;1300;1027;15
700;123;10;8;1734;1399;996;13
701;166;8;7;1976;1732;581;9
702;138;9;5;1226;1102;909;11
703;139;8;1;1951;1104;1269;9
704;109;3;2;1936;1009;1095;5
705;185;1;4;1564;1745;840;16
706;198;1;8;1747;985;723;14
707;100;8;1;1046;1264;1239;9
708;166;7;4;1813;1243;1048;17
709;123;10;7;1608;893;1478;5
710;133;6;4;1541;1637;709;4
711;179;6;1;1160;1772;597;2
712;198;6;5;1735;1583;682;11
713;122;9;7;1866;1520;601;11
714;137;1;3;1431;985;1353;10
715;184;9;7;1698;1526;989;11
716;111;6;1;1271;887;591;14
717;109;4;3;1190;880;1269;15
718;193;10;8;1646;1615;1066;3
719;196;5;9;1550;875;1385;13
720;163;5;5;1619;1217;1081;17
721;143;2;2;1093;1312;1362;10
722;200;4;7;1985;1192;688;12
723;108;4;9;1564;1566;1241;12
724;134;8;2;1813;1287;1176;17
725;116;9;3;1398;1369;1136;3
726;195;2;3;1181;947;849;2
727;128;3;5;1084;929;1044;14
728;186;2;8;1893;1694;628;5
729;133;3;2;1585;1374;1191;5
730;135;2;8;1725;959;865;1
731;126;1;7;1646;1662;744;12
732;160;7;1;1880;1442;1460;9
733;134;6;6;1657;1724;508;9
734;107;2;2;1158;1199;679;6
735;135;4;3;1638;1494;871;11
736;171;9;6;1209;1535;623;9
737;150;5;8;1930;1106;578;7
738;165;8;9;1528;1734;1057;2
739;199;3;2;1938;1776;604;6
740;144;10;8;1303;1187;1457;4
741;114;10;2;1108;959;1056;9
742;192;1;7;1119;1691;1394;4
743;191;4;8;1469;1301;822;14
744;193;10;6;1321;834;1281;7
745;152;9;4;1886;1403;719;14
746;193;9;1;1916;902;801;6
747;199;2;5;1313;994;948;1
748;144;7;1;1070;1385;1354;6
749;106;8;9;1437;1231;1255;15
750;142;4;9;1446;1538;1380;17
751;196;1;1;1256;1630;1226;10
752;174;10;3;1457;1343;1471;3
753;125;8;7;1887;1311;1195;12
754;110;1;2;1382;1645;646;6
755;150;10;8;1380;1302;1235;2
756;173;8;6;1556;985;715;2
757;160;10;4;1115;992;1113;2
758;137;5;8;1243;951;701;9
759;125;9;6;1824;1630;1447;11
760;123;10;3;1266;1733;1409;12
761;162;5;3;1931;1502;1134;2
762;186;3;8;1969;1127;903;7
763;119;4;8;1885;1450;1487;5
764;161;3;2;1930;1633;1336;13
