497;123;99.65;5.5;1;11
498;256;44.22;7.5;2;13
499;371;28.41;2.5;5;15
500;166;91.47;1;5;1
501;224;64.15;5.5;1;9
502;125;99.89;5;1;8
503;325;57.7;4.5;3;17
504;167;21.29;6.5;1;15
505;293;87.4;1;4;22
506;231;77.57;1;5;8
507;131;77.82;1.5;2;19
508;225;59.06;4.5;1;25
509;123;44.27;1;4;4
510;209;30.84;7;5;21
511;348;88.28;3;4;16
512;297;72.43;7.5;4;18
513;298;6.64;1;5;10
514;297;75.51;2.5;1;23
515;102;71.71;3;2;7
516;393;11.52;4.5;5;11
517;252;98.08;2.5;2;25
518;312;58.36;6.5;5;2
519;169;22.1;3;3;15
520;218;42.61;5.5;3;19
521;396;51.2;4.5;2;24
522;335;5.06;3.5;1;15
523;276;97.19;1;3;18
524;281;55.09;2.5;4;20
525;112;71.89;7.5;5;2
526;176;77.01;6.5;3;7
527;379;67.07;5;4;9
528;207;55.65;7;1;14
529;253;72.34;7;1;3
530;201;67.33;2;5;10
531;354;10.02;7;4;9
532;390;57.11;2;2;5
533;199;23.51;1;2;23
534;400;39.58;1.5;2;11
535;148;70.77;6;1;9
536;165;20.66;6.5;3;9
537;135;42.31;5;2;15
538;377;39.59;1;5;19
539;165;10.58;6;4;22
540;373;49.75;7;2;7
541;227;9.03;5;5;9
542;194;26.85;5;5;16
543;237;30.41;7.5;4;6
544;178;63.4;3;1;17
545;171;64.2;5;3;11
546;216;40.55;7;2;6
547;211;2.95;3;2;13
548;351;88.99;2;5;24
549;282;69.47;1;5;17
550;340;95.94;1;3;6
551;397;56.29;4.5;1;25
552;193;23.69;1;3;12
553;123;97.13;5.5;1;19
554;289;38.53;3;4;20
555;370;81.59;4.5;3;9
556;272;86.01;2;3;25
557;383;89.87;6;3;1
558;207;5.39;4;4;22
559;304;26.4;2.5;4;1
560;362;20.73;7;1;12
561;150;32.2;2.5;4;2
562;356;16.7;4.5;5;21
563;267;45.78;4;5;20
564;185;76.98;4.5;1;20
565;333;2.92;4;4;12
566;109;8.17;5;3;1
567;327;49.92;3;2;25
568;164;50.5;3;5;17
569;201;34.62;3.5;2;8
570;208;87.55;5;5;22
571;301;47.91;4;3;25
572;244;43.63;5;4;11
573;366;58.79;7.5;5;19
574;308;21.36;4;2;2
575;268;77.18;6;1;12
576;247;89.47;7;1;21
577;337;19.64;6;4;13
578;141;90.26;3.5;5;5
579;254;90.92;5;3;5
580;300;10.76;6;5;16
581;356;73.38;1.5;2;17
582;138;85.3;6.5;5;10
583;297;24.72;3;5;9
584;179;9;3.5;4;25
585;303;39.34;1.5;4;22
586;161;0.66;1;3;4
587;316;21.28;6.5;4;22
588;239;22.2;5;1;9
589;359;98.13;7.5;5;11
590;319;11.8;4;2;12
591;338;23.65;2.5;5;13
592;205;51.31;1;5;4
593;192;96.98;2;5;8
594;106;67.06;6;1;1
595;212;81.79;6.5;3;7
596;141;99.86;4.5;3;12
597;188;68.29;5.5;3;20
598;279;64.7;1;1;8
599;150;17.08;5;4;1
600;154;99.28;1.5;4;7
601;277;50.73;5;3;13
602;242;20.17;1.5;2;16
603;134;4.52;1.5;1;11
604;141;58.13;5.5;3;11
605;115;72.75;5;1;9
606;208;69.74;7.5;4;18
607;385;8.44;6;5;16
608;162;52.41;3;2;4
609;253;0.32;3;4;23
610;166;53.58;5.5;1;3
611;223;63.61;2;3;25
612;335;62.92;5.5;4;9
613;100;57.66;3.5;5;14
614;277;67.4;5.5;1;7
615;168;75.87;5.5;3;3
616;366;13.57;4.5;5;18
617;187;73.83;7.5;4;12
618;355;16.73;3.5;1;5
619;118;85.21;2;5;20
620;333;35.34;1.5;4;3
621;202;85.47;2;1;25
622;233;61.19;1.5;4;8
623;147;48.26;2;2;22
624;324;3.4;4.5;4;2
625;327;75.97;2;3;20
626;170;12.31;1;5;11
627;288;27.96;5.5;4;10
628;202;93.77;3;4;24
629;319;21.71;1.5;2;15
630;382;87.41;4.5;3;8
631;240;30.31;2;5;1
632;348;36.28;3.5;2;22
633;105;40.88;1.5;1;8
634;170;44.65;3;1;3
635;293;58.97;5.5;4;20
636;276;2.21;6;3;15
637;381;93.96;7;5;22
638;198;35.82;7;4;6
639;102;50.89;5.5;2;10
640;233;62.44;3.5;5;2
641;314;25.12;5.5;2;16
642;253;34.05;4.5;4;4
643;196;12.86;4;4;2
644;162;67.7;3;2;5
645;177;78.61;3.5;3;4
646;213;74.73;2.5;3;19
647;136;22.07;4;2;2
648;296;43.96;7.5;1;10
649;141;49.73;3.5;3;16
650;287;3.54;4;1;10
651;168;6.18;5.5;5;3
652;189;16.29;3;5;16
653;283;49.18;1;5;3
654;320;71.64;4;2;19
655;253;53.52;6;3;5
656;230;24.5;2.5;1;6
657;330;86.91;4;2;12
658;317;10.23;6;3;25
659;298;85.73;5;3;1
660;316;7.5;5.5;4;2
661;207;1.4;6.5;5;6
662;281;35.35;1.5;2;12
663;228;83.87;7;1;19
664;135;49.98;7;4;4
665;375;36.12;2;3;5
666;293;4.36;1.5;1;16
667;115;98.3;7.5;4;9
668;352;37.96;3.5;1;16
669;358;29.29;2.5;5;18
670;237;74.97;5.5;3;4
671;223;12.07;1;3;21
672;378;49.02;7;4;15
673;321;38.37;6;4;23
674;154;15.98;5.5;1;11
675;125;49.71;7.5;1;10
676;357;28.14;5.5;5;10
677;392;84.09;5.5;5;18
678;217;3.6;3.5;5;21
679;116;94.83;6.5;2;21
680;199;15.21;7;1;2
681;320;90.7;6.5;4;14
682;321;58.7;3.5;4;19
683;209;80.84;3;3;16
684;299;36.75;7;5;5
685;243;5.72;2.5;3;18
686;301;52.76;2.5;4;7
687;323;84.22;3;2;24
688;291;15.27;3;1;4
689;148;39.1;4;2;8
690;362;99.38;2;4;5
691;296;65.03;6;3;12
692;343;9.05;2.5;4;8
693;107;64.82;1;1;2
694;229;86.75;4;3;16
695;136;8.15;7.5;5;20
696;373;37.35;3.5;4;15
697;184;14.36;4;4;8
698;137;34.17;3;5;23
699;269;1.08;7;1;6
700;322;2.01;6;2;3
701;393;49.46;5;5;5
702;370;23.33;1;1;10
703;263;91.01;5.5;1;21
704;126;22.38;3.5;1;13
705;325;58.94;7.5;4;2
706;350;19.86;2.5;1;22
707;390;10.65;1;4;22
708;365;21.84;7.5;2;8
709;243;58.09;6;4;3
710;387;31.13;4.5;1;9
711;235;23.43;1.5;1;6
712;220;6.21;1.5;2;6
713;268;18.2;4;3;25
714;132;99;1;3;7
715;334;69.65;4;4;21
716;256;59.91;5.5;1;5
717;151;24.72;1.5;3;17
718;288;5.66;4;2;23
719;237;38.28;2;2;8
720;277;78.59;6.5;4;2
721;159;77.97;4;1;5
722;333;37.5;7.5;1;6
723;169;39.61;5;5;23
724;274;2.59;1.5;3;21
725;142;50.21;7.5;4;7
726;131;28.34;5;5;11
727;196;69.71;2;2;14
728;365;31.49;2;2;15
729;224;6.64;3;3;3
730;125;77.44;5;4;15
731;310;54.33;5;4;13
732;230;56.44;3;1;18
733;280;5.99;7.5;3;18
734;172;91.64;3;3;24
735;385;22.92;2;3;20
736;217;11.97;6;5;22
737;210;86.52;1.5;4;3
738;375;13.03;1;4;8
739;381;79.03;5.5;2;11
740;159;79.53;6;3;14
741;180;20.77;6.5;5;5
742;391;81.33;5;3;9
743;189;67.08;4.5;4;10
744;248;87.35;3;5;22
745;139;55.91;5.5;5;17
746;124;49.72;4;2;9
747;284;41.59;3;3;8
748;211;57.45;2.5;5;4
749;210;22.63;2;2;6
750;302;84.57;6;3;23
751;304;60.51;2.5;3;13
752;215;15.08;4.5;2;5
753;352;85.13;1.5;1;6
754;348;90.85;5;2;15
755;232;47.07;2.5;5;17
756;350;73.07;5;4;20
757;265;59.63;6.5;5;24
758;321;10.66;6.5;1;19
759;388;82;1.5;5;25
760;109;84.74;4.5;3;13
761;193;63.21;3;5;1
762;126;96.73;6.5;2;12
763;347;64.32;5.5;5;24
764;247;37.89;5;4;2
765;368;69.6;7;2;9
766;289;88.37;3;3;19
767;360;51.46;5;1;2
768;180;28.01;6.5;3;21
769;247;84.61;5;5;14
770;150;15.99;1;1;7
771;135;19.01;7.5;3;17
772;389;23.44;5;3;13
773;220;11.5;5;4;6
774;247;31.3;3.5;3;25
775;366;82.72;4.5;2;21
776;125;82.15;6;1;9
777;259;80.61;3;1;21
778;274;27.66;7;1;15
779;112;29.46;6;3;17
780;142;20.25;2.5;3;4
781;230;24.43;2;2;13
782;112;62.96;3;4;23
783;321;4.18;4;2;23
784;218;99.96;4;2;20
785;159;6;4.5;5;6
786;392;89.5;1.5;1;3
787;329;88.85;1.5;1;15
788;180;52.33;7.5;2;8
789;300;59.02;6.5;3;12
790;361;48.13;5;2;1
791;303;83.89;3;3;12
792;112;2.54;2.5;3;11
793;221;98.13;7;3;12
794;139;7.72;3.5;2;19
795;319;18.06;2.5;2;17
796;117;36.13;1;1;14
797;189;47.18;3;5;12
798;379;96.57;4;3;3
799;216;39.53;3;4;1
800;195;99.96;3.5;3;14
801;319;80.59;2;5;12
802;288;13.05;1;1;7
803;288;41.63;5;4;22
804;126;84.29;3.5;4;25
805;292;22.75;3.5;2;1
806;223;77.38;5;5;11
807;119;46.53;4;3;1
808;125;33.34;6;1;4
809;219;60.64;3;2;24
810;385;30.43;7;1;4
811;162;29.88;4;1;22
812;155;92.32;3.5;4;12
813;372;63.54;6.5;5;22
814;343;78.08;3;5;3
815;338;86.41;5.5;5;14
816;312;61.54;6;3;3
817;131;22.2;1;3;7
818;324;99.69;5;2;11
819;215;19.52;2;2;9
820;308;53.01;6.5;1;4
821;198;50.45;1;5;7
822;285;35.94;2.5;3;25
823;343;33.46;4;3;23
824;113;9.51;3.5;1;3
825;267;78.62;6.5;2;9
826;116;17.62;4;2;15
827;210;66.44;1;5;1
828;354;32.43;1.5;1;19
829;312;54.08;2;5;11
830;186;52.38;6;3;23
831;245;58.48;2;2;21
832;310;10.37;5.5;3;11
833;135;10.29;5;4;20
834;192;80.06;7.5;4;14
835;235;11.06;1;3;21
836;320;12;7.5;3;23
837;113;10.84;5;4;12
838;160;24.36;6.5;5;16
839;218;98.51;6.5;2;4
840;307;47.46;6;1;8
841;168;72.79;3;3;2
842;392;74.82;7;1;15
843;267;75.67;1;3;1
844;230;92.21;4;3;20
845;144;92.63;3;3;1
846;202;48.03;2.5;2;21
847;235;60.48;1;3;19
848;308;19.66;2;5;10
849;345;6.84;4;4;24
850;171;51.51;4.5;1;15
851;337;95.86;2.5;3;5
852;380;79.27;7;2;16
853;304;27.52;7;4;17
854;217;16.17;4.5;5;11
855;360;24.95;2;3;4
856;276;38.79;4.5;5;14
857;161;18.75;3;3;10
858;315;52.82;7;2;6
859;261;51.87;2;3;21
860;399;44.23;1.5;1;9
861;312;24.86;7;5;7
862;188;38.86;1.5;4;11
863;391;43.52;7.5;5;1
864;184;16.36;7.5;1;13
865;181;28.75;3.5;3;3
866;173;29;6.5;4;15
867;310;82.97;1.5;1;22
868;342;37.3;6;2;1
869;133;78.97;5;3;14
870;246;40.89;6.5;2;20
871;319;14.8;5;1;11
872;344;39.57;2;4;21
873;178;85.39;7;3;16
874;179;13.79;6.5;2;8
875;387;63.46;1.5;5;6
876;214;63.92;6.5;2;2
877;351;72.79;4.5;4;17
878;272;10.08;4.5;3;8
879;238;15.83;2;1;13
880;233;58;1;4;3
881;185;13.85;5.5;5;21
882;393;11.18;4.5;4;23
883;148;0.13;1.5;1;15
884;258;43.76;3;3;1
885;393;64.63;4.5;3;3
886;189;11.71;4.5;4;3
887;374;16.45;1;1;25
888;298;42.69;2.5;4;22
889;203;41.09;1.5;4;18
890;386;92.85;2.5;4;12
891;280;25.22;4.5;2;21
892;125;80.49;3;1;6
893;152;2.57;7;1;10
894;170;19.84;4.5;1;9
895;167;93.67;3.5;5;22
896;127;55.86;7;3;21
897;126;99.5;2;1;3
898;194;80.37;3;2;6
899;290;49.2;1.5;3;1
900;199;10.1;5.5;2;2
901;109;83.47;1;4;17
902;318;87.11;1.5;2;9
903;206;80.06;5.5;1;17
904;338;88.54;2.5;5;13
905;394;2.9;1;2;4
906;243;8.79;5;2;9
907;397;26.05;2;1;23
908;345;70.66;4;4;24
909;160;29;6.5;2;5
910;103;9.99;3;1;5
911;270;5.75;6.5;3;12
912;159;68.73;1.5;2;21
913;291;88.65;3.5;1;7
914;332;64.16;1.5;3;13
915;395;6.09;3;2;14
916;314;50.63;4;4;16
917;163;27.71;5;5;4
918;107;9.26;1.5;1;5
919;359;2.19;5;1;24
920;386;54.33;1;2;3
921;222;32.03;3;4;21
922;329;81.05;3;5;16
923;381;1.22;7;2;18
924;217;3.3;4.5;5;14
925;312;66.39;3.5;2;4
926;307;50.69;4;3;5
927;380;16.47;2;3;8
928;138;75.26;1;1;6
929;195;22.2;6;4;18
930;348;46.16;4.5;2;25
931;387;65.43;4;5;8
932;207;61.12;4;4;25
933;230;44.48;3;1;20
934;306;4;5.5;4;11
935;177;98.12;6;3;17
936;259;37.1;3.5;2;10
