443;Otmuchów;8
444;Ozimek;8
445;Paczków;8
446;Praszka;8
447;Prudnik;8
448;Strzelce Opolskie;8
449;Turawa;8
450;Ujazd;8
451;Wo³czyn;8
452;Zawadzkie;8
453;Zdzieszowice;8
454;Baranów Sandomierski;9
455;B³a¿owa;9
456;Boguchwa³a;9
457;Brzostek;9
458;Brzozów;9
459;Cieszanów;9
460;Dêbica;9
461;Dukla;9
462;Dynów;9
463;G³ogów Ma³opolski;9
464;Iwonicz-Zdrój;9
465;Jaros³aw;9
466;Jas³o;9
467;Jedlicze;9
468;Kañczuga;9
469;Kolbuszowa;9
470;Krosno;9
471;Lesko;9
472;Le¿ajsk;9
473;Lubaczów;9
474;£añcut;9
475;Mielec;9
476;Narol;9
477;Nisko;9
478;Nowa Dêba;9
479;Nowa Sarzyna;9
480;Oleszyce;9
481;Pilzno;9
482;Przec³aw k/Mielca;9
483;Przemyœl;9
484;Przeworsk;9
485;Radomyœl Wielki;9
486;Radymno;9
487;Ropczyce;9
488;Rudnik nad Sanem;9
489;Rymanów;9
490;Rzeszów;9
491;Sanok;9
492;Sêdziszów Ma³opolski;9
493;Sieniawa;9
494;Soko³ów Ma³opolski;9
495;Solina;9
496;Stalowa Wola;9
497;Strzy¿ów;9
498;Tarnobrzeg;9
499;Tyczyn;9
500;Ulanów;9
501;Ustrzyki Dolne;9
502;Zagórz;9
503;Zaklików;9
504;Augustów;10
505;Bia³ystok;10
506;Bielsk Podlaski;10
507;Brañsk;10
508;Choroszcz;10
509;Ciechanowiec;10
510;Czarna Bia³ostocka;10
511;D¹browa Bia³ostocka;10
512;Drohiczyn;10
513;Goni¹dz;10
514;Grajewo;10
515;Hajnówka;10
516;Jedwabne;10
517;Kleszczele;10
518;Knyszyn;10
519;Kolno;10
520;Lipsk;10
521;£apy;10
522;£om¿a;10
523;Moñki;10
524;Nowogród;10
525;Rajgród;10
526;Sejny;10
527;Siemiatycze;10
528;Sokó³ka;10
529;Stawiski;10
530;Suchowola;10
531;Supraœl;10
532;Sura¿;10
533;Suwa³ki;10
534;Szczuczyn;10
535;Tykocin;10
536;Wasilków;10
537;Wysokie Mazowieckie;10
538;Zab³udów;10
539;Zambrów;10
540;Brusy;11
541;Bytów;11
542;Chojnice;11
543;Czarna Woda;11
544;Czarne;11
545;Czersk;11
546;Cz³uchów;11
547;Debrzno;11
548;Dzierzgoñ;11
549;Gdañsk;11
550;Gdynia;11
551;Gniew;11
552;Hel;11
553;Jastarnia;11
554;Jastrzêbia Góra;11
555;Kartuzy;11
556;Kêpice;11
557;Koœcierzyna;11
558;Krynica Morska;11
559;KuŸnica k/Jastarni;11
560;Kwidzyn;11
561;Lêbork;11
562;£eba;11
563;Malbork;11
564;Miastko;11
565;Nowy Dwór Gdañski;11
566;Nowy Staw;11
567;Pelplin;11
568;Prabuty;11
569;Pruszcz Gdañski;11
570;Puck;11
571;Reda;11
572;Rumia;11
573;Skarszewy;11
574;Skórcz;11
575;S³upsk;11
576;Sopot;11
577;Starogard Gdañski;11
578;Sztum;11
579;Tczew;11
580;Ustka;11
581;Wejherowo;11
582;W³adys³awowo;11
583;¯ukowo;11
584;Bêdzin;12
585;Bielsko-Bia³a;12
586;Bieruñ;12
587;Blachownia;12
588;Bytom;12
589;Chorzów;12
590;Cieszyn;12
591;Czechowice-Dziedzice;12
592;CzeladŸ;12
593;Czerwionka-Leszczyny;12
594;Czêstochowa;12
595;D¹browa Górnicza;12
596;Gliwice;12
597;Imielin;12
598;Jastrzêbie-Zdrój;12
599;Jaworzno;12
600;Kalety;12
601;Katowice;12
602;K³obuck;12
603;Knurów;12
604;Koniecpol;12
605;Kozieg³owy;12
606;Krzanowice;12
607;Krzepice;12
608;KuŸnia Raciborska;12
609;Lêdziny;12
610;Lubliniec;12
611;£aziska Górne;12
612;£azy;12
613;Miasteczko Œl¹skie;12
614;Miko³ów;12
615;Mys³owice;12
616;Myszków;12
617;Ogrodzieniec;12
618;Orzesze;12
619;Piekary Œl¹skie;12
620;Pilica;12
621;Porêba;12
622;Pszczyna;12
623;Pszów;12
624;Pyskowice;12
625;Racibórz;12
626;Radlin;12
627;Radzionków;12
628;Ruda Œl¹ska;12
629;Rybnik;12
630;Rydu³towy;12
631;Siemianowice Œl¹skie;12
632;Siewierz;12
633;Skoczów;12
634;S³awków;12
635;Sosnowiec;12
636;Soœnicowice;12
637;Strumieñ;12
638;Szczekociny;12
639;Szczyrk;12
640;Œwiêtoch³owice;12
641;Tarnowskie Góry;12
642;Toszek;12
643;Tychy;12
644;Ustroñ;12
645;Wilamowice;12
646;Wis³a;12
647;Wodzis³aw Œl¹ski;12
648;Wojkowice;12
649;WoŸniki;12
650;Zabrze;12
651;Zawiercie;12
652;¯arki;12
653;¯ory;12
654;¯ywiec;12
655;Bodzentyn;13
656;Busko-Zdrój;13
657;Chêciny;13
658;Chmielnik;13
659;Æmielów;13
660;Daleszyce;13
661;Dzia³oszyce;13
662;Jêdrzejów;13
663;Kazimierza Wielka;13
664;Kielce;13
665;Koñskie;13
666;Koprzywnica;13
667;Kunów;13
668;Ma³ogoszcz;13
669;Opatów;13
670;Osiek;13
671;Ostrowiec Œwiêtokrzyski;13
672;O¿arów;13
673;Piñczów;13
674;Po³aniec;13
675;Sandomierz;13
676;Sêdziszów;13
677;Skalbmierz;13
678;Skar¿ysko-Kamienna;13
679;Starachowice;13
680;Staszów;13
681;St¹porków;13
682;Suchedniów;13
683;W¹chock;13
684;W³oszczowa;13
685;Zawichost;13
686;Barczewo;14
687;Bartoszyce;14
688;Bia³a Piska;14
689;Biskupiec;14
690;Bisztynek;14
691;Braniewo;14
692;Dobre Miasto;14
693;Dzia³dowo;14
694;Elbl¹g;14
695;E³k;14
696;Frombork;14
697;Gi¿ycko;14
698;Go³dap;14
699;Górowo I³aweckie;14
700;I³awa;14
701;Jeziorany;14
702;Kêtrzyn;14
703;Kisielice;14
704;Korsze;14
705;Lidzbark;14
706;Lidzbark Warmiñski;14
707;Lubawa;14
708;Miko³ajki;14
709;Mi³om³yn;14
710;M³ynary;14
711;Mor¹g;14
712;Mr¹gowo;14
713;Nidzica;14
714;Nowe Miasto Lubawskie;14
715;Olecko;14
716;Olsztyn;14
717;Olsztynek;14
718;Orneta;14
719;Orzysz;14
720;Ostróda;14
721;Pas³êk;14
722;Pasym;14
723;Pieniê¿no;14
724;Pisz;14
725;Reszel;14
726;Ruciane-Nida;14
727;Ryn;14
728;Sêpopol;14
729;Susz;14
730;Szczytno;14
731;Tolkmicko;14
732;Wêgorzewo;14
733;Zalewo;14
734;Bojanowo;15
735;Borek Wielkopolski;15
736;Buk;15
737;Chodzie¿;15
738;Czarnków;15
739;Czempiñ;15
740;Czerniejewo;15
741;D¹bie;15
742;Dobra k/Turku;15
743;Dobrzyca;15
744;Dolsk;15
745;Gniezno;15
746;Golina;15
747;Go³añcz;15
748;Gostyñ;15
749;Grabów nad Prosn¹;15
750;Grodzisk Wielkopolski;15
751;Jarocin;15
752;Jastrowie;15
753;Jutrosin;15
754;Kalisz;15
755;Kêpno;15
756;Kleczew;15
757;K³ecko;15
758;K³odawa;15
759;Kobylin;15
760;Ko³o;15
761;Konin;15
762;Kostrzyn;15
763;Koœcian;15
764;KoŸmin Wielkopolski;15
765;Kórnik;15
766;Krajenka;15
767;Krobia;15
768;Krotoszyn;15
769;Krzywiñ;15
770;Krzy¿ Wielkopolski;15
771;Ksi¹¿ Wielkopolski;15
772;Leszno;15
773;Luboñ;15
774;Lwówek;15
775;£ob¿enica;15
776;Margonin;15
777;Miejska Górka;15
778;Miêdzychód;15
779;Mikstat;15
780;Mi³os³aw;15
781;Mosina;15
782;Murowana Goœlina;15
783;Nekla;15
784;Nowe Skalmierzyce;15
785;Nowy Tomyœl;15
786;Oborniki;15
787;Obrzycko;15
788;Odolanów;15
789;Okonek;15
790;Opalenica;15
791;Osieczna;15
792;Ostroróg;15
793;Ostrów Wielkopolski;15
794;Ostrzeszów;15
795;Pi³a;15
796;Pleszew;15
797;Pniewy;15
798;Pobiedziska;15
799;Pogorzela;15
800;Poniec;15
801;Poznañ;15
802;Przedecz;15
803;Puszczykowo;15
804;Pyzdry;15
805;Rakoniewice;15
806;Raszków;15
807;Rawicz;15
808;RogoŸno;15
809;Rychwa³;15
810;Rydzyna;15
811;Sieraków;15
812;Skoki;15
813;S³upca;15
814;Sompolno;15
815;Stawiszyn;15
816;Stêszew;15
817;Swarzêdz;15
818;Szamocin;15
819;Szamotu³y;15
820;Œlesin;15
821;Œmigiel;15
822;Œrem;15
823;Œroda Wielkopolska;15
824;Trzcianka;15
825;Trzemeszno;15
826;Tuliszków;15
827;Turek;15
828;Ujœcie;15
829;W¹growiec;15
830;Wieleñ;15
831;Wielichowo;15
832;Witkowo;15
833;Wolsztyn;15
834;Wronki;15
835;Wrzeœnia;15
836;Wyrzysk;15
837;Wysoka;15
838;Zagórów;15
839;Zb¹szyñ;15
840;Zduny;15
841;Z³otów;15
842;¯erków;15
843;Barlinek;16
844;Barwice;16
845;Bia³ogard;16
846;Bia³y Bór;16
847;Bobolice;16
848;Borne Sulinowo;16
849;Cedynia;16
850;Chociwel;16
851;Chojna;16
852;Choszczno;16
853;Czaplinek;16
854;Cz³opa;16
855;Dar³owo;16
856;Dêbno;16
857;Dobra k/Nowogardu;16
858;Dobrzany;16
859;Drawno;16
860;Drawsko Pomorskie;16
861;Dziwnów;16
862;Golczewo;16
863;Goleniów;16
864;Goœcino;16
865;Gryfice;16
866;Gryfino;16
867;Iñsko;16
868;Kalisz Pomorski;16
869;Kamieñ Pomorski;16
870;Karlino;16
871;Ko³obrzeg;16
872;Koszalin;16
873;Lipiany;16
874;£obez;16
875;Maszewo;16
876;Mieszkowice;16
877;Miêdzyzdroje;16
878;Miros³awiec;16
879;Moryñ;16
880;Myœlibórz;16
881;Nowe Warpno;16
882;Nowogard;16
883;Pe³czyce;16
884;P³oty;16
885;Polanów;16
886;Police;16
887;Po³czyn-Zdrój;16
888;Pyrzyce;16
889;Recz;16
890;Resko;16
891;Sianów;16
892;S³awno;16
893;Stargard Szczeciñski;16
894;Stepnica;16
895;Suchañ;16
896;Szczecin;16
897;Szczecinek;16
898;Œwidwin;16
899;Œwinoujœcie;16
900;Trzciñsko-Zdrój;16
901;Trzebiatów;16
902;Tuczno;16
903;Tychowo k/Bia³ogardu;16
904;Wa³cz;16
905;Wolin;16
906;Z³ocieniec;16
